Song,Part,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
026,treble,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07547169811320754,0,0.09433962264150944,0,0.4716981132075472,0.018867924528301886,0,0.16037735849056603,0,0.1792452830188679,0,0,0,0,0,0,0,0,0,0,0,0,0
026,alto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009433962264150943,0,0,0.03773584905660377,0,0.37735849056603776,0,0.25471698113207547,0.3018867924528302,0,0.018867924528301886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
026,tenor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1509433962264151,0,0.018867924528301886,0.16037735849056603,0,0.14150943396226415,0,0.25471698113207547,0,0,0.14150943396226415,0,0.1320754716981132,0,0,0,0,0,0,0,0,0,0,0,0,0
026,bass,0,0,0,0,0,0,0,0,0.1792452830188679,0,0,0.16981132075471697,0,0.44339622641509435,0,0.08490566037735849,0.12264150943396226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
027,treble,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08064516129032258,0,0.04838709677419355,0,0.5967741935483871,0.03225806451612903,0,0.14516129032258066,0,0.0967741935483871,0,0,0,0,0,0,0,0,0,0,0,0,0
027,alto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12903225806451613,0,0.45161290322580644,0,0.12903225806451613,0.2903225806451613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
027,tenor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2903225806451613,0,0.14516129032258066,0.25806451612903225,0,0.08064516129032258,0,0.16129032258064516,0,0,0.03225806451612903,0,0.03225806451612903,0,0,0,0,0,0,0,0,0,0,0,0,0
027,bass,0,0,0,0,0,0,0,0,0.12903225806451613,0,0,0.0967741935483871,0,0.5483870967741935,0,0.016129032258064516,0.16129032258064516,0,0.016129032258064516,0,0.03225806451612903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
028b,treble,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0,0.234375,0,0.34375,0.046875,0,0.296875,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
028b,alto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3275862068965517,0,0.10344827586206896,0,0.25862068965517243,0.27586206896551724,0,0.034482758620689655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
028b,tenor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20689655172413793,0,0.06896551724137931,0,0.13793103448275862,0.06896551724137931,0,0.3103448275862069,0,0.06896551724137931,0,0.06896551724137931,0.06896551724137931,0,0,0,0,0,0,0,0,0,0,0,0,0
028b,bass,0,0,0,0,0,0,0.03333333333333333,0,0.3333333333333333,0,0.05,0,0.05,0.36666666666666664,0,0.08333333333333333,0,0.05,0,0,0.03333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
028t,treble,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.04,0.3,0,0.18,0.26,0,0.04,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
028t,alto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.04,0,0.54,0.06,0,0.3,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
028t,tenor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0.22,0.18,0,0.1,0,0.24,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
028t,bass,0,0.15384615384615385,0,0,0.17307692307692307,0,0.019230769230769232,0,0.3076923076923077,0,0,0.09615384615384616,0,0.17307692307692307,0,0.019230769230769232,0.057692307692307696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
029b,treble,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01744186046511628,0,0.0755813953488372,0,0.3372093023255814,0.011627906976744186,0,0.22093023255813954,0,0.27906976744186046,0,0,0.05813953488372093,0,0,0,0,0,0,0,0,0,0
029b,tenor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040697674418604654,0,0.14534883720930233,0,0.3488372093023256,0,0,0.11046511627906977,0,0.22674418604651161,0,0.046511627906976744,0.06976744186046512,0,0.011627906976744186,0,0,0,0,0,0,0,0
029b,bass,0,0,0,0,0,0,0,0,0.03488372093023256,0,0,0.1511627906976744,0,0.5813953488372093,0,0.023255813953488372,0.18604651162790697,0,0,0,0.023255813953488372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
029t,treble,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20754716981132076,0,0.10377358490566038,0.22641509433962265,0,0.14150943396226415,0,0.3113207547169811,0.009433962264150943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
029t,alto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39622641509433965,0.009433962264150943,0,0.20754716981132076,0,0.3490566037735849,0,0.018867924528301886,0.018867924528301886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
029t,tenor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018867924528301886,0,0,0.05660377358490566,0,0.33962264150943394,0,0.14150943396226415,0.19811320754716982,0,0.10377358490566038,0,0.14150943396226415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
029t,bass,0,0.18867924528301888,0,0,0.009433962264150943,0,0.0660377358490566,0,0.25471698113207547,0,0,0.12264150943396226,0,0.32075471698113206,0,0.018867924528301886,0.018867924528301886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030b,treble,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01020408163265306,0,0,0.15306122448979592,0,0.02040816326530612,0,0,0.25510204081632654,0,0.12244897959183673,0,0.336734693877551,0.030612244897959183,0,0.07142857142857142,0,0,0,0,0,0
030b,alto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2558139534883721,0,0,0.4883720930232558,0,0.18604651162790697,0,0.046511627906976744,0.023255813953488372,0,0,0,0,0,0,0,0,0,0,0,0,0
030b,tenor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030612244897959183,0,0.14285714285714285,0,0,0.37755102040816324,0,0.20408163265306123,0,0.15306122448979592,0,0,0.08163265306122448,0,0.01020408163265306,0,0,0,0
030b,bass,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23469387755102042,0,0,0,0.16326530612244897,0.030612244897959183,0,0.30612244897959184,0,0.07142857142857142,0,0,0.19387755102040816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
